image_id,relative_path,filename,extension,file_size_bytes,session_guess,session_id,date_guess,quality_band,source_group,group_id,label,label_status,relation_note,candidate_groups,sequence_guess,sequence_source,sequence_confidence,width,height,image_format,read_status,sha256,side,crop_status,review_status,candidate_cluster,confirmed_identity,individual_id,split,cluster,cluster_probability
IMG_cc62dbd148e58905,01/80 and above/02 （sj of 01)/0171_20140417_SZi_01_RAY_0090.JPG,0171_20140417_SZi_01_RAY_0090.JPG,.jpg,1092819,1,1,2014-04-17,80_and_above,02 （sj of 01),2.0,01_02,labeled,sj_of,,01::0171_20140417_SZi_01_RAY,filename_trailing_number,medium,1899,1039,JPEG,readable,3fcb9694b884eeabb46195b03f0f0d2629e0ad0f9e0da5f723ac7bb4b1f94caf,unknown,pending,unreviewed,,,01_2.0,labeled,-1,0.0
IMG_add6681025b7e34c,01/80 and above/02 （sj of 01)/0207_20140417_SZi_01_RAY_0157.JPG,0207_20140417_SZi_01_RAY_0157.JPG,.jpg,5177978,1,1,2014-04-17,80_and_above,02 （sj of 01),2.0,01_02,labeled,sj_of,,01::0207_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,03c46a25fc712d8015f21bcba74db98c623ad63054411fe6103a47e95248f7d0,unknown,pending,unreviewed,,,01_2.0,labeled,1,0.9881486620574375
IMG_33d44571ee320a90,01/80 and above/02 （sj of 01)/0208_20140417_SZi_01_RAY_0158.JPG,0208_20140417_SZi_01_RAY_0158.JPG,.jpg,719934,1,1,2014-04-17,80_and_above,02 （sj of 01),2.0,01_02,labeled,sj_of,,01::0208_20140417_SZi_01_RAY,filename_trailing_number,medium,1773,740,JPEG,readable,a115ce21edcf4482496f92fb869fab10f59dc2f0efb0ed297372450ed78d919f,unknown,pending,unreviewed,,,01_2.0,labeled,-1,0.0
IMG_bf29c448b7965c34,01/80 and above/02 （sj of 01)/0209_20140417_SZi_01_RAY_0159.JPG,0209_20140417_SZi_01_RAY_0159.JPG,.jpg,5159699,1,1,2014-04-17,80_and_above,02 （sj of 01),2.0,01_02,labeled,sj_of,,01::0209_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,df59a6b15524d78ea3cb0ff744cbed306cd45bde191170cf94229085b75d08f2,unknown,pending,unreviewed,,,01_2.0,labeled,1,1.0
IMG_365230aff6ccf855,01/80 and above/02 （sj of 01)/0271_20140417_SZi_01_RAY_0276.JPG,0271_20140417_SZi_01_RAY_0276.JPG,.jpg,5792427,1,1,2014-04-17,80_and_above,02 （sj of 01),2.0,01_02,labeled,sj_of,,01::0271_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,efeb298e646c797e13340d0936f1d5f96b96e46527874b5e848ee0bdf2e955a3,unknown,pending,unreviewed,,,01_2.0,labeled,1,0.9682386762628475
IMG_efc367ab53689fa5,01/80 and above/02 （sj of 01)/0281_20140417_SZi_01_RAY_0312.JPG,0281_20140417_SZi_01_RAY_0312.JPG,.jpg,5925040,1,1,2014-04-17,80_and_above,02 （sj of 01),2.0,01_02,labeled,sj_of,,01::0281_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,2f73715bcabcb0000ac7fa8672e9db36757d5d34d5fcabb31c74e02fae23cfd2,unknown,pending,unreviewed,,,01_2.0,labeled,1,0.8390999137939159
IMG_a6bf15b3e23eea6f,01/80 and above/02 （sj of 01)/0282_20140417_SZi_01_RAY_0313.JPG,0282_20140417_SZi_01_RAY_0313.JPG,.jpg,5841609,1,1,2014-04-17,80_and_above,02 （sj of 01),2.0,01_02,labeled,sj_of,,01::0282_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,b3f72668fd3f201079ba1ccbbfcc3ac6a625751b2a451c9c9eb16457e083bfc5,unknown,pending,unreviewed,,,01_2.0,labeled,1,0.8767650767814301
IMG_0fda01828547a827,01/80 and above/03/0218_20140417_SZi_01_RAY_0174.JPG,0218_20140417_SZi_01_RAY_0174.JPG,.jpg,5330875,1,1,2014-04-17,80_and_above,03,3.0,01_03,labeled,,,01::0218_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,b47a287bebd859f44ea6e60973b16d430b8387fa59f309002adfa49edfce2b55,unknown,pending,unreviewed,,,01_3.0,labeled,1,0.891635277626604
IMG_6609262ac9b0bddd,01/80 and above/03/0232_20140417_SZi_01_RAY_0194.JPG,0232_20140417_SZi_01_RAY_0194.JPG,.jpg,777269,1,1,2014-04-17,80_and_above,03,3.0,01_03,labeled,,,01::0232_20140417_SZi_01_RAY,filename_trailing_number,medium,2143,637,JPEG,readable,c86a47d5f6106b5398901daef85e04dc2908c7554ae52ff327a5a12d06e8acd6,unknown,pending,unreviewed,,,01_3.0,labeled,-1,0.0
IMG_d96a692b8a5e2cd9,01/80 and above/03/0233_20140417_SZi_01_RAY_0195.JPG,0233_20140417_SZi_01_RAY_0195.JPG,.jpg,5177384,1,1,2014-04-17,80_and_above,03,3.0,01_03,labeled,,,01::0233_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,e546767b40a7f9023c04dc1a01fdd801f7cb0a0eefc3e6accd9a045ebd51996f,unknown,pending,unreviewed,,,01_3.0,labeled,1,1.0
IMG_9e6ec1d9efc2e117,01/80 and above/03/0406_20140417_SZi_01_RAY_0548.JPG,0406_20140417_SZi_01_RAY_0548.JPG,.jpg,998150,1,1,2014-04-17,80_and_above,03,3.0,01_03,labeled,,,01::0406_20140417_SZi_01_RAY,filename_trailing_number,medium,2063,834,JPEG,readable,ffa9da71cfabfe452f664d447791e4629b43477211f4eff781d65f10b8d2b0e6,unknown,pending,unreviewed,,,01_3.0,labeled,-1,0.0
IMG_7801983dd0c37889,01/80 and above/03/0407_20140417_SZi_01_RAY_0549.JPG,0407_20140417_SZi_01_RAY_0549.JPG,.jpg,5797326,1,1,2014-04-17,80_and_above,03,3.0,01_03,labeled,,,01::0407_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,986039f9f7d00d8e674f9c9786cfe08ee2404dbb09bbc6292846afdcdeaaaa62,unknown,pending,unreviewed,,,01_3.0,labeled,1,0.8684255273606727
IMG_fb51e2b2eae54f2d,01/80 and above/04/0172_20140417_SZi_01_RAY_0091.JPG,0172_20140417_SZi_01_RAY_0091.JPG,.jpg,1025185,1,1,2014-04-17,80_and_above,04,4.0,01_04,labeled,,,01::0172_20140417_SZi_01_RAY,filename_trailing_number,medium,2119,829,JPEG,readable,0c18a90936dc1521c5454510023a97a29f3be8c63bd4d98bf5d37671c6ebc814,unknown,pending,unreviewed,,,01_4.0,labeled,-1,0.0
IMG_c28c684416b5dbd8,01/80 and above/04/0236_20140417_SZi_01_RAY_0205.JPG,0236_20140417_SZi_01_RAY_0205.JPG,.jpg,781086,1,1,2014-04-17,80_and_above,04,4.0,01_04,labeled,,,01::0236_20140417_SZi_01_RAY,filename_trailing_number,medium,1877,763,JPEG,readable,f44ed36791622068404b8c88dc62f1e00ef2dc764b5ddd571743e92b288bcadf,unknown,pending,unreviewed,,,01_4.0,labeled,-1,0.0
IMG_7b1e718057af2ab3,01/80 and above/04/0259_20140417_SZi_01_RAY_0259.JPG,0259_20140417_SZi_01_RAY_0259.JPG,.jpg,5583320,1,1,2014-04-17,80_and_above,04,4.0,01_04,labeled,,,01::0259_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,67f879f073cbde3d4a2c8ec59d9a5ed1ea823a5687a683562b79bfa0ae0ebc46,unknown,pending,unreviewed,,,01_4.0,labeled,1,0.8416887763629033
IMG_c061217b1f39deb1,01/80 and above/04/0269_20140417_SZi_01_RAY_0272.JPG,0269_20140417_SZi_01_RAY_0272.JPG,.jpg,5645883,1,1,2014-04-17,80_and_above,04,4.0,01_04,labeled,,,01::0269_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,f2fb6abd56e8d1ec2088bce9adf5adb75405886cd79b65712f01d08ce8f392af,unknown,pending,unreviewed,,,01_4.0,labeled,1,0.856206114486404
IMG_ae391e2574fc9dc0,01/80 and above/05/0246_20140417_SZi_01_RAY_0234.JPG,0246_20140417_SZi_01_RAY_0234.JPG,.jpg,1523918,1,1,2014-04-17,80_and_above,05,5.0,01_05,labeled,,,01::0246_20140417_SZi_01_RAY,filename_trailing_number,medium,2634,1035,JPEG,readable,e2ed365e6f3007001118f49c0e5c324170a1093cbfaad42100b65b1eb32098de,unknown,pending,unreviewed,,,01_5.0,labeled,0,1.0
IMG_7cad6c99eaf7ed2b,01/80 and above/06/0249_20140417_SZi_01_RAY_0237.JPG,0249_20140417_SZi_01_RAY_0237.JPG,.jpg,865843,1,1,2014-04-17,80_and_above,06,6.0,01_06,labeled,,,01::0249_20140417_SZi_01_RAY,filename_trailing_number,medium,1689,852,JPEG,readable,9ef1a4735bd06fa03cd016acb4582b3bcc448ded78ae117575ec8f98de5b3df7,unknown,pending,unreviewed,,,01_6.0,labeled,-1,0.0
IMG_f57b55836d4dabc0,01/80 and above/07/0300_20140417_SZi_01_RAY_0340.JPG,0300_20140417_SZi_01_RAY_0340.JPG,.jpg,1346495,1,1,2014-04-17,80_and_above,07,7.0,01_07,labeled,,,01::0300_20140417_SZi_01_RAY,filename_trailing_number,medium,2508,815,JPEG,readable,8ecebdf42f00553c8664c554a47e243545482227c1baab7daa4f574ac63a385f,unknown,pending,unreviewed,,,01_7.0,labeled,-1,0.0
IMG_4e11a152cf6d0958,01/80 and above/08/0316_20140417_SZi_01_RAY_0364.JPG,0316_20140417_SZi_01_RAY_0364.JPG,.jpg,5609750,1,1,2014-04-17,80_and_above,08,8.0,01_08,labeled,,,01::0316_20140417_SZi_01_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,8f8296b75de2d0d2cae9c643cb39cbfad916a9c509c06873d9b3d38b48ef0dc7,unknown,pending,unreviewed,,,01_8.0,labeled,1,0.8928658351804885
IMG_911bee6b3260a458,01/80 and above/08/0390_20140417_SZi_01_RAY_0507.JPG,0390_20140417_SZi_01_RAY_0507.JPG,.jpg,798336,1,1,2014-04-17,80_and_above,08,8.0,01_08,labeled,,,01::0390_20140417_SZi_01_RAY,filename_trailing_number,medium,1750,768,JPEG,readable,c184a0481b774e0eb777548470f3305d31f402ad0e3907ce18df1fa72e3f268a,unknown,pending,unreviewed,,,01_8.0,labeled,1,0.8974067767680691
IMG_a3c715cc80ef44d8,01/80 and above/09/0395_20140417_SZi_01_RAY_0518.JPG,0395_20140417_SZi_01_RAY_0518.JPG,.jpg,443151,1,1,2014-04-17,80_and_above,09,9.0,01_09,labeled,,,01::0395_20140417_SZi_01_RAY,filename_trailing_number,medium,1572,483,JPEG,readable,a6941e8db232d7a918b2acc2cf23a920e13d06cae475a0ccd850ff47e5444982,unknown,pending,unreviewed,,,01_9.0,labeled,-1,0.0
IMG_31846f0fbdb9d981,01/80 and above/10/0394_20140417_SZi_01_RAY_0517.JPG,0394_20140417_SZi_01_RAY_0517.JPG,.jpg,903225,1,1,2014-04-17,80_and_above,10,10.0,01_10,labeled,,,01::0394_20140417_SZi_01_RAY,filename_trailing_number,medium,2195,731,JPEG,readable,0e855b8dc4ef98f04c2488c9d0bf54abde6c84ed9f90f4817453ff3da7ff0a0a,unknown,pending,unreviewed,,,01_10.0,labeled,0,1.0
IMG_21849abd415a990c,03/70-79/21/0144_20140417_HBi_03_RAY_0631.JPG,0144_20140417_HBi_03_RAY_0631.JPG,.jpg,269160,3,3,2014-04-17,70_79,21,21.0,03_21,labeled,,,03::0144_20140417_HBi_03_RAY,filename_trailing_number,medium,997,398,JPEG,readable,fef485437e70464dbe011ab05d506b929abd42d02ef6af9c0078210ac3ddd284,unknown,pending,unreviewed,,,03_21.0,labeled,-1,0.0
IMG_2b06f0167eb7b587,03/70-79/21/0157_20140417_HBi_03_RAY_0653.JPG,0157_20140417_HBi_03_RAY_0653.JPG,.jpg,6001376,3,3,2014-04-17,70_79,21,21.0,03_21,labeled,,,03::0157_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,56a053191308a9d9687812d39e3ce2a1a8d27588dabe67786454aaab6ba0163b,unknown,pending,unreviewed,,,03_21.0,labeled,-1,0.0
IMG_8037c1a834d995e4,03/70-79/21/0181_20140417_HBi_03_RAY_0690.JPG,0181_20140417_HBi_03_RAY_0690.JPG,.jpg,282286,3,3,2014-04-17,70_79,21,21.0,03_21,labeled,,,03::0181_20140417_HBi_03_RAY,filename_trailing_number,medium,895,454,JPEG,readable,ed14375946014a0a6415ae047a3404058a523c6d65db735e782fc51d13479ca1,unknown,pending,unreviewed,,,03_21.0,labeled,-1,0.0
IMG_caa2f160f554a749,03/70-79/22/0164_20140417_HBi_03_RAY_0665.JPG,0164_20140417_HBi_03_RAY_0665.JPG,.jpg,429476,3,3,2014-04-17,70_79,22,22.0,03_22,labeled,,,03::0164_20140417_HBi_03_RAY,filename_trailing_number,medium,1212,525,JPEG,readable,cdb1423a9113926efa82096a82b5356680dcfb4449b901ea089b1b274014e4f4,unknown,pending,unreviewed,,,03_22.0,labeled,-1,0.0
IMG_fa230d075481bb76,03/70-79/23/0504_20140417_HBi_03_RAY_1242.JPG,0504_20140417_HBi_03_RAY_1242.JPG,.jpg,675673,3,3,2014-04-17,70_79,23,23.0,03_23,labeled,,,03::0504_20140417_HBi_03_RAY,filename_trailing_number,medium,1555,635,JPEG,readable,58f5f8f074ed91faed3397b31269a567b719732d53d208aa5f400637cf370c79,unknown,pending,unreviewed,,,03_23.0,labeled,-1,0.0
IMG_796f42e08ecf0865,03/70-79/23/0798_20140417_HBi_03_RAY_1811.JPG,0798_20140417_HBi_03_RAY_1811.JPG,.jpg,1055708,3,3,2014-04-17,70_79,23,23.0,03_23,labeled,,,03::0798_20140417_HBi_03_RAY,filename_trailing_number,medium,2343,693,JPEG,readable,1371c677d023ebad8ec807c9efbb35e64f7b5d3b097309603597ede9767f771a,unknown,pending,unreviewed,,,03_23.0,labeled,-1,0.0
IMG_37548991b9872187,03/70-79/26/0146_20140417_HBi_03_RAY_2025.JPG,0146_20140417_HBi_03_RAY_2025.JPG,.jpg,2655854,3,3,2014-04-17,70_79,26,26.0,03_26,labeled,,,03::0146_20140417_HBi_03_RAY,filename_trailing_number,medium,3447,1587,JPEG,readable,a5dad8899704b8f152bcf2776bd4b6a692457962c4be8abcef4180798b2e5682,unknown,pending,unreviewed,,,03_26.0,labeled,-1,0.0
IMG_bc4453d9ee311912,03/70-79/26/0147_20140417_HBi_03_RAY_2026.JPG,0147_20140417_HBi_03_RAY_2026.JPG,.jpg,1964579,3,3,2014-04-17,70_79,26,26.0,03_26,labeled,,,03::0147_20140417_HBi_03_RAY,filename_trailing_number,medium,2779,1470,JPEG,readable,1aaec7fd41631d49c5cfb5d01efa34a14b9f852a1f2616a973ccfa6cb50da71d,unknown,pending,unreviewed,,,03_26.0,labeled,1,0.7915110167574791
IMG_34d871e8dadbe89a,03/70-79/28/0162_20140417_HBi_03_RAY_2090.JPG,0162_20140417_HBi_03_RAY_2090.JPG,.jpg,1708694,3,3,2014-04-17,70_79,28,28.0,03_28,labeled,,,03::0162_20140417_HBi_03_RAY,filename_trailing_number,medium,2680,932,JPEG,readable,89b3a6280a43feb9b7aaff708ea6780076f134ef96617bcfc04ecc14a25ff78a,unknown,pending,unreviewed,,,03_28.0,labeled,-1,0.0
IMG_7eb127fe209a0236,03/70-79/29/0164_20140417_HBi_03_RAY_2093.JPG,0164_20140417_HBi_03_RAY_2093.JPG,.jpg,382792,3,3,2014-04-17,70_79,29,29.0,03_29,labeled,,,03::0164_20140417_HBi_03_RAY,filename_trailing_number,medium,1147,487,JPEG,readable,ebad7c14289f22dd338440deff43b67c4dd1589024d04ba88a52386d59a227c6,unknown,pending,unreviewed,,,03_29.0,labeled,0,0.9979717290367397
IMG_e1bac6b4486a6ebe,03/70-79/30/0165_20140417_HBi_03_RAY_2100.JPG,0165_20140417_HBi_03_RAY_2100.JPG,.jpg,398144,3,3,2014-04-17,70_79,30,30.0,03_30,labeled,,,03::0165_20140417_HBi_03_RAY,filename_trailing_number,medium,1389,422,JPEG,readable,7681e63aab590423aebe1c3e67aa726e4edccb10dffe827b7aa322e4af627fe9,unknown,pending,unreviewed,,,03_30.0,labeled,-1,0.0
IMG_756e6442e70bbb4f,03/80 and above/01/0141_20140417_HBi_03_RAY_0684.JPG,0141_20140417_HBi_03_RAY_0684.JPG,.jpg,738005,3,3,2014-04-17,80_and_above,01,1.0,03_01,labeled,,,03::0141_20140417_HBi_03_RAY,filename_trailing_number,medium,1820,754,JPEG,readable,84f63f4790cd2284dde4563cbb89b8710d95c0feb7549f27da24234a8899f7b9,unknown,pending,unreviewed,,,03_1.0,labeled,-1,0.0
IMG_a709803aa29ba81a,03/80 and above/01/0178_20140417_HBi_03_RAY_0685.JPG,0178_20140417_HBi_03_RAY_0685.JPG,.jpg,4873020,3,3,2014-04-17,80_and_above,01,1.0,03_01,labeled,,,03::0178_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,a03fdbcd0a709cf2a6e8f31c8d1f5ba3229e7f4db65c687a3c8635e0ff645a75,unknown,pending,unreviewed,,,03_1.0,labeled,1,0.8373055059885847
IMG_e6c01595ce3ac10f,03/80 and above/02/0200_20140417_HBi_03_RAY_0726.JPG,0200_20140417_HBi_03_RAY_0726.JPG,.jpg,5746097,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0200_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,761227f9ffd0203a41db6b7989716fbbc766502b4c9ab41ffe14ae2d4ef024c7,unknown,pending,unreviewed,,,03_2.0,labeled,1,0.7899068957478376
IMG_114077120d0a2d98,03/80 and above/02/0201_20140417_HBi_03_RAY_0728.JPG,0201_20140417_HBi_03_RAY_0728.JPG,.jpg,5510776,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0201_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,c92bceb9ae9bf80680cb16b7ef0114bb1b541ad9ae2b7d7b252c3e1cb42107da,unknown,pending,unreviewed,,,03_2.0,labeled,1,0.9350066039822104
IMG_9e047d15e1fd2ddb,03/80 and above/02/0214_20140417_HBi_03_RAY_0763.JPG,0214_20140417_HBi_03_RAY_0763.JPG,.jpg,6433769,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0214_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,db12587f85ca906a0d33349ce8dee22082c32f4c5a2902a743f65376f66e379e,unknown,pending,unreviewed,,,03_2.0,labeled,1,0.8415694595779943
IMG_dd178000d5df56dc,03/80 and above/02/0215_20140417_HBi_03_RAY_0764.JPG,0215_20140417_HBi_03_RAY_0764.JPG,.jpg,4279653,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0215_20140417_HBi_03_RAY,filename_trailing_number,medium,4242,1839,JPEG,readable,d07e098992ef66efc8b57efaa1027153f8477a86321636b88c5e7f68d850bfdb,unknown,pending,unreviewed,,,03_2.0,labeled,-1,0.0
IMG_f6a06551b419c8d3,03/80 and above/02/0216_20140417_HBi_03_RAY_0765.JPG,0216_20140417_HBi_03_RAY_0765.JPG,.jpg,6582383,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0216_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,64b136b8242b86883c21fa3cc674fb93afe1e52193ac288f301b1aad8c99507a,unknown,pending,unreviewed,,,03_2.0,labeled,1,1.0
IMG_5171549ee9022d18,03/80 and above/02/0222_20140417_HBi_03_RAY_0778.JPG,0222_20140417_HBi_03_RAY_0778.JPG,.jpg,5204804,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0222_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,d6f97f29454be96e55a49ba8dfc8c351db9b40800e3cde490a95716304904fe5,unknown,pending,unreviewed,,,03_2.0,labeled,1,0.8325977945901251
IMG_899eab175cf11e80,03/80 and above/02/0250_20140417_HBi_03_RAY_0830.JPG,0250_20140417_HBi_03_RAY_0830.JPG,.jpg,5290297,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0250_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,4e3f60507bcab295f2e5fff82bc3213f10c09837bacfb742d02bc32716e6cd3a,unknown,pending,unreviewed,,,03_2.0,labeled,1,1.0
IMG_93581bef499b37df,03/80 and above/02/0251_20140417_HBi_03_RAY_0831.JPG,0251_20140417_HBi_03_RAY_0831.JPG,.jpg,5252668,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0251_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,7f6426e19edca4713c61728589008435f9c4dc12310de489f0ecf4a4684d2ebb,unknown,pending,unreviewed,,,03_2.0,labeled,1,1.0
IMG_03193f6c99f32e8b,03/80 and above/02/0257_20140417_HBi_03_RAY_0849.JPG,0257_20140417_HBi_03_RAY_0849.JPG,.jpg,5040551,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0257_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,b1e70582495cb6771ddf0e924ca8c463c66f904206c45f591d3da769df3af9d4,unknown,pending,unreviewed,,,03_2.0,labeled,1,0.8814196992346496
IMG_2ec9b729c3047f30,03/80 and above/02/0258_20140417_HBi_03_RAY_0850.JPG,0258_20140417_HBi_03_RAY_0850.JPG,.jpg,5146164,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0258_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,069ee6d580f853fd4a634b11fc45aca3c44da52d7f83cdc145b05bc81fc5f38d,unknown,pending,unreviewed,,,03_2.0,labeled,1,0.9998892163831453
IMG_2615c5de94cf0ab6,03/80 and above/02/0259_20140417_HBi_03_RAY_0851.JPG,0259_20140417_HBi_03_RAY_0851.JPG,.jpg,5108433,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0259_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,7912fa2d13572924dc9b07d89a4e2459a3daf74ffbee867a74ca22e8e436df57,unknown,pending,unreviewed,,,03_2.0,labeled,1,0.776472540787011
